session.code,difi_pregame_mean,difi_pregame_var,difi_overlap_pregame_mean,difi_overlap_pregame_var,requestDiversity_mean,requestDiversity_var,participationRate_mean,participationRate_var,correctResponseRate_mean,correctResponseRate_var,letterRequestRate_mean,letterRequestRate_var,difi_linear_postgame_mean,difi_linear_postgame_var,difi_overlap_postgame_mean,difi_overlap_postgame_var,responseTimes_mean,responseTimes_var,pggContribution_mean,pggContribution_var
5dbazi94,43.25,2798.25,34.0,2014.0,,,,,,,,,29.75,6609.58333333,47.0,1759.33333333,56.5,2125.66666667,51.25,1172.91666667
5g3has3t,34.5714285714,5523.28571429,40.7142857143,1924.9047619,,,,,,,,,60.8571428571,2656.47619048,50.8571428571,1925.80952381,48.2857142857,535.904761905,75.7142857143,628.571428571
5ydhsfg6,51.5,5075.71428571,53.875,1429.55357143,5.0,3.66666666667,3434.77647059,16964151.009,6.6379493204,59.7756834695,8.38897000341,419.822551572,29.6666666667,10934.6666667,53.3333333333,2186.66666667,35.0,190.4,57.5,1737.5
7pigyn3f,32.2857142857,2891.23809524,32.1428571429,1652.80952381,,,,,,,,,1.0,5638.66666667,25.1428571429,1795.80952381,46.5714285714,147.952380952,28.7142857143,1329.9047619
7tbi6mwd,-7.5,2215.1,5.83333333333,52.9666666667,5.2,1.7,3231.83505155,8401369.74334,5.85272933642,20.0515801002,10.6972704029,300.561697299,22.0,6173.5,33.6,1629.3,35.4,78.8,47.0,1795.0
89ykytnu,15.6,3051.6,18.9,976.766666667,5.22222222222,0.694444444444,1630.81318681,2795706.91518,1.61487920447,2.05382414781,6.21598826284,95.3216508194,36.3333333333,4940.0,42.2222222222,1682.69444444,47.4444444444,591.777777778,58.3333333333,1875.0
8rqy84ck,49.0,4528.0,38.3333333333,2908.33333333,,,,,,,,,61.3333333333,4230.33333333,53.3333333333,2533.33333333,41.6666666667,124.333333333,60.0,300.0
8zxyni8a,24.0,11827.0,44.6666666667,2585.33333333,,,,,,,,,31.3333333333,3376.33333333,39.6666666667,1600.33333333,52.3333333333,602.333333333,30.0,1525.0
942arxyx,40.0,817.0,33.3333333333,1121.33333333,4.66666666667,1.33333333333,2641.81415929,4755976.24194,4.40206935329,17.5025962227,19.6644830887,1032.41177974,62.0,337.0,57.3333333333,506.333333333,41.0,9.0,83.3333333333,833.333333333
aab8cga3,70.2857142857,3210.23809524,58.2857142857,2008.9047619,4.4,4.3,4040.02816901,11538918.3706,8.1361362866,57.4293622723,9.28904190518,136.204598854,49.4,6404.8,56.4,2064.3,47.1666666667,341.366666667,44.1666666667,984.166666667
b2n1ddig,39.4,5426.3,40.0,3000.0,,,,,,,,,67.25,3452.91666667,56.25,2656.25,53.75,2623.58333333,55.5,2694.33333333
bdjjsy69,41.5,4572.33333333,40.5,2427.66666667,,,,,,,,,58.0,1387.33333333,56.75,1448.25,48.0,719.333333333,62.5,1041.66666667
bquung7a,65.375,1992.11666667,55.5,1552.66666667,4.88235294118,1.36029411765,2387.98951049,335233277.975,1.00038196094,0.857016136601,2.29410999868,8.55955620835,44.2666666667,1039.20952381,39.6666666667,968.095238095,56.25,574.866666667,69.8125,821.229166667
btkq36sn,74.5,3487.90909091,63.4166666667,2245.90151515,,,,,,,,,90.5454545455,2071.07272727,76.1818181818,1466.16363636,55.5454545455,542.872727273,65.4545454545,1272.27272727
dhsdipge,33.5,2244.5,31.5,1984.5,,,10965242.8333,1.43498882261e+15,,,,,65.0,,61.0,,46.0,512.0,22.5,612.5
ef0hzbwg,59.0,5944.85714286,59.75,1923.64285714,3.28571428571,1.90476190476,5111.55208333,62235915.6815,3.09639398001,12.3330666185,13.2606031895,208.447242951,71.8333333333,7656.56666667,75.6666666667,1558.66666667,42.1666666667,1185.76666667,50.0,1890.0
ehcc5wgj,22.8,2739.7,30.0,1404.0,4.6,0.8,3354.6097561,10572050.0927,5.62505060196,18.8566408304,10.9051472816,180.878859621,48.2,4008.7,49.6,1388.3,38.8,139.2,67.0,1295.0
emwpven2,33.75,3528.25,43.5,1419.0,5.25,0.25,5636.58823529,41896827.8471,6.5526485088,47.3928367896,12.0830320001,351.492891357,28.3333333333,960.333333333,23.6666666667,926.333333333,98.75,2059.58333333,25.0,16.6666666667
eu7tcyrg,15.25,5452.46666667,31.25,1748.73333333,4.71428571429,0.989010989011,2757.05319149,30799486.9276,1.67053824663,33.3488153442,5.10956523235,141.957269377,40.2307692308,3848.02564103,44.9230769231,1535.41025641,55.2307692308,861.525641026,43.1538461538,949.307692308
fpnd0fca,50.7777777778,2482.94444444,42.3333333333,1838.75,,,,,,,,,78.25,2374.78571429,67.375,1674.26785714,46.3,694.9,60.5,1658.05555556
frec209s,-4.0,5388.28571429,20.125,1164.41071429,4.875,0.982142857143,2909.03883495,8103510.90044,2.46107642778,5.26562446837,6.55121420559,124.660764851,25.625,5395.98214286,39.375,1995.41071429,43.0,586.0,53.75,905.357142857
gqdb8o26,77.0,722.0,75.0,968.0,,,,,,,,,42.0,242.0,33.5,312.5,55.0,43.0,33.0,1137.0
h99ooh68,14.0,687.0,12.0,364.0,,,,,,,,,58.3333333333,4046.33333333,49.0,2503.0,35.5,352.333333333,77.5,691.666666667
hi2c3026,59.8571428571,2666.80952381,49.7142857143,1858.9047619,,,,,,,,,77.6666666667,2079.06666667,69.1666666667,1400.56666667,53.5,1121.1,75.8333333333,904.166666667
hlzq44hl,46.1176470588,1757.36029412,35.5882352941,1325.88235294,,,,,,,,,46.7058823529,1706.59558824,40.5294117647,1489.51470588,49.6470588235,328.492647059,45.8235294118,1736.77941176
i0wkxelq,48.1666666667,3073.42424242,39.0,2068.0,4.0,1.83333333333,1433.3236715,1986684.32677,1.68039972023,3.09393958668,5.14474607916,54.3204323117,58.4615384615,3764.26923077,56.0,1502.83333333,51.0769230769,309.576923077,63.8461538462,1708.97435897
i5mx6e03,24.3333333333,3655.0,23.6666666667,1876.75,,,,,,,,,55.25,2712.5,48.625,1257.69642857,78.5555555556,2741.02777778,51.0,1774.0
jrseoprn,80.5714285714,1042.61904762,72.1428571429,858.142857143,4.83333333333,1.36666666667,2874.77227723,8460893.49762,6.51493659345,30.631283952,7.63593534912,169.534252773,60.3333333333,6679.46666667,70.6666666667,1555.06666667,47.1666666667,523.366666667,50.1666666667,1230.16666667
kdrbhzfy,36.2222222222,2780.44444444,28.1111111111,1839.61111111,,,,,,,,,31.0,5105.71428571,34.375,1818.26785714,76.375,707.696428571,51.875,1513.83928571
kfn4hfj7,56.0,2940.66666667,47.0,2062.66666667,4.25,1.58333333333,4627.5,17752526.3154,6.24865244759,68.5282201462,16.5268850029,469.222395113,24.6666666667,492.333333333,18.6666666667,297.333333333,60.3333333333,762.333333333,0.0,0.0
krab6ohp,14.8571428571,4180.47619048,25.5714285714,1892.61904762,5.16666666667,0.966666666667,10665.4646465,5826588878.46,2.94643193848,11.2240730123,7.75758033593,126.901361238,41.5,5629.66666667,45.5,2334.33333333,67.4,421.3,56.0,1617.5
n4k2cx8b,18.5555555556,4257.02777778,30.1111111111,1213.36111111,,,,,,,,,51.5714285714,1588.95238095,43.5714285714,1073.61904762,66.8571428571,1400.47619048,67.1428571429,1265.47619048
o0ktodt9,30.0,2336.5,29.4444444444,1111.02777778,,,,,,,,,40.4444444444,1452.27777778,38.2222222222,1043.44444444,47.8888888889,1023.61111111,67.2222222222,506.944444444
oi2esved,73.0,2428.0,63.6666666667,2112.33333333,4.0,0.0,5836.83636364,26921360.1764,6.71763804482,54.4890782212,18.6303054853,101.544569871,21.5,40.5,13.0,32.0,51.5,612.5,22.5,312.5
pzv22f48,55.2857142857,1890.23809524,49.0,1416.66666667,4.71428571429,1.90476190476,2204.67164179,4463053.75603,3.09169947853,12.6024550655,8.62937249988,220.949360153,69.2857142857,581.238095238,66.1428571429,826.476190476,44.2857142857,799.238095238,52.1428571429,865.476190476
q93srm0v,61.8,3399.7,47.2,2379.2,,,,,,,,,24.0,548.0,18.5,396.333333333,72.75,2240.91666667,36.25,289.583333333
r7gyn3n4,83.2,2529.7,72.6,1903.8,5.25,0.916666666667,4396.95522388,24536741.4374,8.27903437614,37.3501548886,13.8254010081,262.216932678,89.0,1502.0,74.5,869.666666667,57.25,1274.25,61.25,1439.58333333
s14j5qtb,53.1428571429,3861.36263736,56.9285714286,1826.07142857,4.30769230769,2.0641025641,3807.1838565,661193620.962,1.72321185523,3.8539450881,5.17584345557,98.9366042921,27.1666666667,4462.6969697,36.6666666667,1563.6969697,54.5,788.818181818,45.8333333333,1153.78787879
ty1ttrub,57.4444444444,3315.08496732,55.6111111111,1460.36928105,4.42105263158,1.25730994152,6537.61693548,7016090224.04,0.882855326216,1.34277376971,2.05140843449,6.63493398181,,,,,,,,
ub8pim6i,63.5,1897.0,52.25,1352.25,4.75,1.58333333333,4190.12857143,20451211.3311,2.88175520362,10.0205176202,15.8492344485,422.195293831,54.5,2937.0,46.25,1693.58333333,53.75,192.916666667,41.25,1972.91666667
vhmb74qv,123.666666667,5.33333333333,100.0,0.0,4.5,5.66666666667,5580.25531915,42175388.716,19.9378630748,409.568079473,14.5898929484,252.975339564,65.75,4708.91666667,51.5,3142.33333333,62.25,1780.25,61.25,1839.58333333
vjdla1q9,58.0,4489.5,50.6,2501.8,3.75,2.25,5297.42857143,30342668.625,3.18346144358,9.75746836993,8.21419642653,96.7779766321,75.8,1274.7,67.2,1029.7,69.2,194.7,80.0,750.0
w6pz34i8,22.4444444444,3224.49673203,29.8333333333,1095.44117647,,,,,,,,,41.5882352941,3111.88235294,39.3529411765,1343.74264706,42.8823529412,649.110294118,61.4705882353,1361.76470588
wc7b7s80,48.0,5128.0,42.2,2804.2,2.0,0.0,4168.3943662,11845131.3565,14.2445700043,260.028371518,40.9995800654,1598.71311055,24.3333333333,13076.3333333,46.6666666667,2533.33333333,40.0,637.0,35.6666666667,3116.33333333
wiii46il,29.6666666667,13540.3333333,53.3333333333,2533.33333333,5.0,3.0,6968.48780488,134997757.956,,,13.8193357161,216.129667816,7.33333333333,12736.3333333,33.3333333333,3333.33333333,63.6666666667,1912.33333333,90.0,300.0
wqrygjn5,17.5,981.666666667,15.75,796.25,,,,,,,,,-4.5,2949.66666667,10.5,111.0,42.5,160.333333333,41.25,972.916666667
wzq3kfp9,3.25,7560.5,33.5,2163.14285714,5.5,0.571428571429,1913.19047619,4150934.52638,1.64570100009,7.63555252037,6.48010604881,98.294745232,69.0,2689.33333333,58.7142857143,1807.9047619,41.7142857143,60.5714285714,67.8571428571,698.80952381
xemkcr4x,58.0909090909,2336.89090909,47.8181818182,1902.56363636,,,,,,,,,33.5555555556,1843.77777778,28.0,1243.25,75.7777777778,1920.19444444,40.0,737.75
xwseefyz,70.0,2225.33333333,61.5,1700.33333333,,,,,,,,,78.0,2700.0,62.75,1971.58333333,41.75,318.916666667,38.75,2172.91666667
ya61mn6p,52.8333333333,2534.16666667,46.0,2140.0,5.16666666667,0.566666666667,2941.74,6344652.76,2.85829882528,9.36784538501,8.41660933495,82.1127095554,71.4,1586.3,63.0,1419.5,39.6,229.3,21.0,455.0
